thread_id,customer_tweet_id,customer_raw_text,customer_clean_text,brand_reply_id,brand_reply_text,followup_raw_text,created_at
100442,100442,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100443,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sat May 27 23:50:00 +0000 2023
100229,100229,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100230,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Tue Oct 10 15:54:00 +0000 2023
100363,100363,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100364,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,Sat Jul 01 10:20:00 +0000 2023
100503,100503,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100504,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,sent!,Fri Feb 17 15:51:00 +0000 2023
100184,100184,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100185,We'd like to help sort this out -- can you send us your account email via DM?,,Fri Aug 18 05:45:00 +0000 2023
100531,100531,my account got deactivated and I have no idea why @Uber_Support!,my account got deactivated and I have no idea why !,100532,We'd like to help sort this out -- can you send us your account email via DM?,,Sun Jul 23 20:51:00 +0000 2023
100468,100468,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100469,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,"done, sent the details",Fri Sep 01 18:32:00 +0000 2023
100561,100561,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100562,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,"done, sent the details",Fri Feb 10 01:32:00 +0000 2023
100452,100452,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100453,We understand. Please DM your trip ID and we'll review it for a possible refund.,just dm'd you,Wed Aug 30 14:47:00 +0000 2023
100060,100060,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100061,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,sent!,Tue May 02 01:34:00 +0000 2023
100170,100170,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100171,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,ok thank you,Mon Jun 26 19:01:00 +0000 2023
100489,100489,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100490,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Fri Sep 15 21:33:00 +0000 2023
100288,100288,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100289,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Sun Jan 15 19:13:00 +0000 2023
100072,100072,"I can't add my new card, it keeps saying payment failed @Uber_Support 😞","I can't add my new card, it keeps saying payment failed 😞",100073,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Sat Jun 03 03:30:00 +0000 2023
100485,100485,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100486,"Love to hear it, thank you for the kind words!",,Thu Feb 23 12:29:00 +0000 2023
100227,100227,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100228,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Sun Dec 03 12:01:00 +0000 2023
100121,100121,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100122,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,sent!,Sat Apr 08 22:52:00 +0000 2023
100605,100605,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100606,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,ok thank you,Tue Jul 11 13:19:00 +0000 2023
100521,100521,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support","the driver was smoking in the car with the windows up, it was so uncomfortable",100522,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Sun Jan 29 07:42:00 +0000 2023
100070,100070,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100071,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Sat Apr 29 16:32:00 +0000 2023
100447,100447,my driver never showed up and I still got charged for cancelling @Uber_Support!,my driver never showed up and I still got charged for cancelling !,100448,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,,Thu Jan 19 02:16:00 +0000 2023
100325,100325,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100326,"Great question -- restaurant availability updates regularly, keep an eye on the app!",ok thank you,Wed May 31 10:24:00 +0000 2023
100103,100103,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100104,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sat Nov 11 03:02:00 +0000 2023
100603,100603,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100604,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,,Tue Nov 14 18:18:00 +0000 2023
100086,100086,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100087,We'd like to help sort this out -- can you send us your account email via DM?,just dm'd you,Thu Nov 23 14:20:00 +0000 2023
100477,100477,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100478,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Tue May 02 13:32:00 +0000 2023
100083,100083,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100084,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,sent!,Sun Feb 19 22:17:00 +0000 2023
100279,100279,"just wanted to say the new app update is so much smoother, nice work @Uber_Support","just wanted to say the new app update is so much smoother, nice work",100280,"Love to hear it, thank you for the kind words!","done, sent the details",Fri Sep 01 04:10:00 +0000 2023
100584,100584,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100585,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Thu Mar 30 14:52:00 +0000 2023
100096,100096,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100097,We understand. Please DM your trip ID and we'll review it for a possible refund.,,Tue Jan 31 14:32:00 +0000 2023
100582,100582,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100583,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Thu Aug 03 21:40:00 +0000 2023
100065,100065,when is uber eats getting more restaurant options in my area @Uber_Support,when is uber eats getting more restaurant options in my area,100066,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,Fri Dec 08 07:42:00 +0000 2023
100262,100262,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100263,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,still waiting to hear back,Wed May 31 18:17:00 +0000 2023
100344,100344,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100345,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,,Thu Jan 12 05:44:00 +0000 2023
100105,100105,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100106,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Fri Dec 08 13:28:00 +0000 2023
100027,100027,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100028,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Thu Oct 26 06:58:00 +0000 2023
100320,100320,when is uber eats getting more restaurant options in my area @Uber_Support,when is uber eats getting more restaurant options in my area,100321,"Great question -- restaurant availability updates regularly, keep an eye on the app!",sent!,Wed Aug 23 19:38:00 +0000 2023
100544,100544,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100545,We'd like to help sort this out -- can you send us your account email via DM?,still waiting to hear back,Mon May 29 14:13:00 +0000 2023
100257,100257,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100258,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Tue Oct 17 13:16:00 +0000 2023
100354,100354,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100355,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Tue Nov 28 10:37:00 +0000 2023
100539,100539,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support!,driver cancelled on me after waiting 15 minutes and now I got charged a fee !,100540,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Fri Jul 28 00:26:00 +0000 2023
100269,100269,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support!,driver cancelled on me after waiting 15 minutes and now I got charged a fee !,100270,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,just dm'd you,Sat Mar 04 12:12:00 +0000 2023
100143,100143,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100144,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,ok thank you,Sat Oct 07 05:53:00 +0000 2023
100113,100113,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100114,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Tue Jul 04 11:29:00 +0000 2023
100315,100315,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100316,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,still waiting to hear back,Thu May 11 00:50:00 +0000 2023
100566,100566,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support","I think I left my phone in the back seat of my uber, how do I get it back",100567,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Sat Dec 09 17:08:00 +0000 2023
100380,100380,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100381,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,sent!,Fri Feb 24 23:06:00 +0000 2023
100553,100553,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support 😞","I think I left my phone in the back seat of my uber, how do I get it back 😞",100554,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",ok thank you,Sat Feb 18 22:09:00 +0000 2023
100383,100383,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100384,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,ok thank you,Sun Jun 18 21:45:00 +0000 2023
100176,100176,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100177,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,just dm'd you,Thu Jul 20 09:21:00 +0000 2023
100426,100426,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100427,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Thu Nov 02 09:34:00 +0000 2023
100107,100107,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100108,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,sent!,Wed Oct 04 12:35:00 +0000 2023
100634,100634,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100635,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,,Sat Aug 12 04:30:00 +0000 2023
100056,100056,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100057,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Thu Mar 16 09:50:00 +0000 2023
100024,100024,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support","the driver was smoking in the car with the windows up, it was so uncomfortable",100025,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,still waiting to hear back,Fri Feb 17 02:11:00 +0000 2023
100356,100356,"the driver kept swerving and going way too fast, i genuinely felt unsafe the whole ride @Uber_Support 😡","the driver kept swerving and going way too fast, i genuinely felt unsafe the whole ride 😡",100357,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,,Thu Jan 12 09:03:00 +0000 2023
100299,100299,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100300,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,still waiting to hear back,Tue Mar 14 10:22:00 +0000 2023
100021,100021,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100022,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,sent!,Fri Apr 14 14:50:00 +0000 2023
100146,100146,"I want a refund for my last trip, it was a mess @Uber_Support...","I want a refund for my last trip, it was a mess ...",100147,We understand. Please DM your trip ID and we'll review it for a possible refund.,still waiting to hear back,Tue Aug 15 03:41:00 +0000 2023
100397,100397,"just wanted to say the new app update is so much smoother, nice work @Uber_Support!","just wanted to say the new app update is so much smoother, nice work !",100398,"Love to hear it, thank you for the kind words!",,Sat Jan 14 21:19:00 +0000 2023
100391,100391,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100392,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,still waiting to hear back,Thu Aug 17 17:58:00 +0000 2023
100000,100000,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100001,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Wed May 24 18:01:00 +0000 2023
100509,100509,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100510,We'd like to help sort this out -- can you send us your account email via DM?,,Tue Jul 04 09:52:00 +0000 2023
100091,100091,when is uber eats getting more restaurant options in my area @Uber_Support,when is uber eats getting more restaurant options in my area,100092,"Great question -- restaurant availability updates regularly, keep an eye on the app!",still waiting to hear back,Thu May 04 11:14:00 +0000 2023
100570,100570,when is uber eats getting more restaurant options in my area @Uber_Support,when is uber eats getting more restaurant options in my area,100571,Thanks for reaching out! Availability varies by city -- check the app to see current service in your area.,just dm'd you,Sat Apr 01 18:16:00 +0000 2023
100282,100282,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100283,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,"done, sent the details",Sun May 14 18:49:00 +0000 2023
100378,100378,the app keeps crashing every time I try to request a ride @Uber_Support 🙏,the app keeps crashing every time I try to request a ride 🙏,100379,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Tue Feb 28 14:10:00 +0000 2023
100194,100194,my account got deactivated and I have no idea why @Uber_Support,my account got deactivated and I have no idea why,100195,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,"done, sent the details",Thu Aug 17 02:12:00 +0000 2023
100101,100101,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100102,We'd like to help sort this out -- can you send us your account email via DM?,,Wed Nov 22 23:07:00 +0000 2023
100621,100621,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100622,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,ok thank you,Sat Sep 09 04:19:00 +0000 2023
100461,100461,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100462,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,sent!,Wed Aug 23 15:46:00 +0000 2023
100346,100346,driver took a completely different route than the app showed and it cost me extra @Uber_Support,driver took a completely different route than the app showed and it cost me extra,100347,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,just dm'd you,Thu Oct 05 08:26:00 +0000 2023
100058,100058,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100059,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Tue Jan 31 20:48:00 +0000 2023
100149,100149,my account got deactivated and I have no idea why @Uber_Support 😞,my account got deactivated and I have no idea why 😞,100150,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Mon Jun 19 04:17:00 +0000 2023
100498,100498,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100499,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,,Sat Oct 14 15:56:00 +0000 2023
100547,100547,"I was harassed by my driver during my ride tonight, this needs to be looked at immediately @Uber_Support...","I was harassed by my driver during my ride tonight, this needs to be looked at immediately ...",100548,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,,Sat Feb 18 12:38:00 +0000 2023
100236,100236,why was I charged double for the same trip?? @Uber_Support,why was I charged double for the same trip??,100237,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,still waiting to hear back,Sat Nov 18 15:55:00 +0000 2023
100358,100358,my account got deactivated and I have no idea why @Uber_Support!,my account got deactivated and I have no idea why !,100359,We'd like to help sort this out -- can you send us your account email via DM?,still waiting to hear back,Sat Jul 29 04:24:00 +0000 2023
100211,100211,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support 😡","the fare estimate said $12 but I got charged $27, what happened 😡",100212,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Tue Feb 21 16:02:00 +0000 2023
100459,100459,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100460,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Fri Jan 06 03:28:00 +0000 2023
100179,100179,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support","my driver was so rude to me the entire trip, wouldn't even say hi",100180,We're sorry to hear about your experience. Please share your trip ID via DM so we can look into this with the driver.,,Sat Jul 22 09:18:00 +0000 2023
100529,100529,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support 😞","the fare estimate said $12 but I got charged $27, what happened 😞",100530,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Wed Apr 26 19:18:00 +0000 2023
100514,100514,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100515,We understand. Please DM your trip ID and we'll review it for a possible refund.,,Sat Jan 21 07:18:00 +0000 2023
100141,100141,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support","shoutout to my driver tonight, best ride I've had in a while!",100142,"Love to hear it, thank you for the kind words!",,Sat Sep 23 13:01:00 +0000 2023
100479,100479,"the driver kept swerving and going way too fast, i genuinely felt unsafe the whole ride @Uber_Support","the driver kept swerving and going way too fast, i genuinely felt unsafe the whole ride",100480,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,still waiting to hear back,Mon Aug 07 20:49:00 +0000 2023
100500,100500,"I was harassed by my driver during my ride tonight, this needs to be looked at immediately @Uber_Support","I was harassed by my driver during my ride tonight, this needs to be looked at immediately",100501,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,still waiting to hear back,Thu Mar 16 12:12:00 +0000 2023
100536,100536,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100537,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,sent!,Wed Jul 05 23:18:00 +0000 2023
100206,100206,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100207,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Sun Mar 26 00:50:00 +0000 2023
100204,100204,"I can't add my new card, it keeps saying payment failed @Uber_Support...","I can't add my new card, it keeps saying payment failed ...",100205,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Fri May 12 21:59:00 +0000 2023
100129,100129,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100130,We'd like to help sort this out -- can you send us your account email via DM?,,Tue Nov 07 15:47:00 +0000 2023
100231,100231,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100232,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Fri Oct 27 13:20:00 +0000 2023
100197,100197,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100198,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Thu Mar 23 09:41:00 +0000 2023
100328,100328,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100329,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Mon Nov 20 19:16:00 +0000 2023
100181,100181,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100182,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,ok thank you,Fri Sep 29 13:15:00 +0000 2023
100318,100318,"my driver was so rude to me the entire trip, wouldn't even say hi @Uber_Support!","my driver was so rude to me the entire trip, wouldn't even say hi !",100319,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,,Fri Sep 15 13:59:00 +0000 2023
100029,100029,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100030,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Fri Feb 24 22:46:00 +0000 2023
100525,100525,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support,driver cancelled on me after waiting 15 minutes and now I got charged a fee,100526,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Sun May 14 06:26:00 +0000 2023
100413,100413,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100414,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Wed Feb 15 13:43:00 +0000 2023
100558,100558,the app keeps crashing every time I try to request a ride @Uber_Support,the app keeps crashing every time I try to request a ride,100559,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,still waiting to hear back,Mon Jul 10 09:16:00 +0000 2023
100267,100267,driver cancelled on me after waiting 15 minutes and now I got charged a fee @Uber_Support 😡,driver cancelled on me after waiting 15 minutes and now I got charged a fee 😡,100268,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,,Fri Feb 17 07:44:00 +0000 2023
100134,100134,"I think I left my phone in the back seat of my uber, how do I get it back @Uber_Support 🙏","I think I left my phone in the back seat of my uber, how do I get it back 🙏",100135,You can report this and contact your driver directly through the app: go to your trip in the app and tap 'I lost an item'.,still waiting to hear back,Sat Oct 28 21:16:00 +0000 2023
100516,100516,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100517,We'd like to help sort this out -- can you send us your account email via DM?,still waiting to hear back,Tue Oct 03 22:36:00 +0000 2023
100487,100487,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100488,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Wed Oct 18 07:41:00 +0000 2023
100304,100304,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100305,We'd like to help sort this out -- can you send us your account email via DM?,ok thank you,Sun Apr 02 18:17:00 +0000 2023
100213,100213,does uber operate in Cape Town yet? @Uber_Support,does uber operate in Cape Town yet?,100214,"Great question -- restaurant availability updates regularly, keep an eye on the app!",still waiting to hear back,Sun Apr 30 20:58:00 +0000 2023
100221,100221,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100222,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,still waiting to hear back,Sun Mar 12 06:41:00 +0000 2023
100361,100361,"left my jacket in the car from my ride tonight, help! @Uber_Support","left my jacket in the car from my ride tonight, help!",100362,"No worries, we can help with that! Please use the 'Find Lost Item' option in your app under trip history to contact your driver directly.",,Fri Jun 30 01:43:00 +0000 2023
100376,100376,my promo code didn't apply and I got charged full price @Uber_Support,my promo code didn't apply and I got charged full price,100377,Sorry about that! Please DM us your trip ID and email on file so we can review the charge.,,Mon Oct 02 18:58:00 +0000 2023
100626,100626,my account got deactivated and I have no idea why @Uber_Support 🙏,my account got deactivated and I have no idea why 🙏,100627,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,sent!,Sat Sep 09 20:30:00 +0000 2023
100579,100579,"my driver just got into an accident on the highway, we're both okay but this was terrifying @Uber_Support","my driver just got into an accident on the highway, we're both okay but this was terrifying",100580,We're so sorry to hear this and want to make sure you're safe. Please reach out to our safety line so a specialist can help right away: https://help.uber.com/safety,"done, sent the details",Wed Dec 13 04:47:00 +0000 2023
100094,100094,"I can't add my new card, it keeps saying payment failed @Uber_Support","I can't add my new card, it keeps saying payment failed",100095,Sorry for the inconvenience! Please DM us the email on your account so we can look into this further.,,Mon May 01 16:40:00 +0000 2023
100159,100159,"the fare estimate said $12 but I got charged $27, what happened @Uber_Support","the fare estimate said $12 but I got charged $27, what happened",100160,We'd like to take a closer look. Can you send us the trip ID via DM so we can check the fare breakdown?,,Tue Feb 14 00:31:00 +0000 2023
100349,100349,"the driver was smoking in the car with the windows up, it was so uncomfortable @Uber_Support","the driver was smoking in the car with the windows up, it was so uncomfortable",100350,That's not the experience we want for you. Could you DM us the trip details so we can follow up?,sent!,Tue Dec 12 14:41:00 +0000 2023
100285,100285,"can I get my money back for this ride, it was way overpriced @Uber_Support...","can I get my money back for this ride, it was way overpriced ...",100286,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,still waiting to hear back,Mon Oct 23 02:30:00 +0000 2023
100352,100352,"can I get my money back for this ride, it was way overpriced @Uber_Support","can I get my money back for this ride, it was way overpriced",100353,Sorry to hear that -- send us the trip ID in a DM so we can take a look.,,Tue Apr 18 05:01:00 +0000 2023
100290,100290,"shoutout to my driver tonight, best ride I've had in a while! @Uber_Support 😞","shoutout to my driver tonight, best ride I've had in a while! 😞",100291,This made our day! Thank you for sharing -- we'll be sure to pass it along.,still waiting to hear back,Wed Dec 13 04:48:00 +0000 2023
100432,100432,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100433,That shouldn't happen. Send us the trip details in a DM and we'll review the charge.,ok thank you,Sat Jul 01 04:09:00 +0000 2023
100126,100126,"my driver just got into an accident on the highway, we're both okay but this was terrifying @Uber_Support","my driver just got into an accident on the highway, we're both okay but this was terrifying",100127,This is incredibly concerning and we want to help immediately. Can you please contact our dedicated safety team here: https://help.uber.com/safety,just dm'd you,Wed Oct 25 11:26:00 +0000 2023
100067,100067,"I want a refund for my last trip, it was a mess @Uber_Support","I want a refund for my last trip, it was a mess",100068,We understand. Please DM your trip ID and we'll review it for a possible refund.,ok thank you,Tue Jul 11 17:20:00 +0000 2023
100394,100394,my driver never showed up and I still got charged for cancelling @Uber_Support,my driver never showed up and I still got charged for cancelling,100395,Sorry for the trouble! Please DM your trip ID and we'll take a look at the cancellation fee.,sent!,Thu Nov 09 14:00:00 +0000 2023
